#word	meanc
diagonal	0
diagram	0
diagram	0
dial	430
dial	430
dial	430
dialect	0
dialectic	0
dialectic	0
dialectical	0
dialectics	0
dialing	0
dialogue	0
dialogue	0
diameter	0
diametric	0
diamond	470
diamond	470
diamond	470
diana	0
diaper	0
diaper	0
diaper	0
diaphanous	0
diaphragm	0
diaphragm	0
diary	0
diary	0
diathermy	0
diathesis	0
diatomic	0
dice	0
dice	0
dichotomy	0
dick	0
dicker	0
dicker	0
dickey	0
dicky	0
dicky	0
dictate	0
dictate	0
dictation	0
dictation	0
dictator	0
dictatorial	0
dictatorship	0
dictionary	0
dictionary	0
did	294
diddle	0
didn't	0
die	574
died	0
died	0
diego	0
diego	0
diesel	0
diet	0
diet	0
dietary	0
dietary	0
dietetic	0
dietetic	0
differ	0
differ	0
difference	382
difference	382
difference	382
different	0
different	0
different	0
differentiable	0
differential	0
differential	0
differentiate	0
differentiation	0
differently	0
difficile	0
difficult	0
difficult	0
difficulty	0
diffident	0
diffidently	0
diffraction	0
diffuse	0
diffuse	0
diffusion	0
dig	0
dig	0
digest	0
digest	0
digest	0
digested	0
digested	0
digestible	0
digestion	0
digestive	0
digestive	0
digger	0
digging	0
digging	0
digging	0
digit	0
digit	0
digital	0
digital	0
digitalis	0
dignified	0
dignified	0
dignified	0
dignified	0
dignify	0
dignitary	0
dignitary	0
dignity	0
digress	0
digress	0
digressing	0
dilapidated	0
dilatation	0
dilate	0
dilate	0
dilated	0
dilated	0
dilated	0
dilemma	0
dilemma	0
dilettante	0
dilettante	0
dilettante	0
diligence	0
diligent	0
diligent	0
dill	0
dilute	0
dilute	0
dilute	0
dilution	0
dim	367
dim	367
dim	367
dime	472
dime	472
dimension	0
dimension	0
dimensional	0
diminish	0
diminished	0
diminished	0
diminished	0
diminishing	0
diminution	0
diminutive	0
diminutive	0
dimly	0
dimmer	0
dimmer	0
dimple	317
dimple	317
din	0
dine	0
dine	0
diner	0
ding-dong	0
ding-dong	0
ding-dong	0
ding-dong	0
dinghy	0
dingle	0
dingo	0
dingy	0
dingy	0
dining	0
dining	0
dinner	539
dinner	539
dinner	539
dinosaur	0
dint	0
dint	0
dint	0
diocesan	0
diocesan	0
diocese	0
dionysian	0
dioxide	0
dip	0
dip	0
diploma	0
diploma	0
diploma	0
diplomat	0
diplomatic	0
diplomatic	0
diplomatically	0
diplomatist	0
dipole	0
dipper	0
dipping	0
dipping	0
dire	0
dire	0
direct	0
direct	0
direct	0
direct	0
directed	0
directed	0
directing	0
direction	0
directional	0
directive	0
directive	0
directly	0
directly	0
director	0
directorate	0
directorship	0
directory	0
directory	0
direful	0
dirge	0
dirigible	0
dirigible	0
dirt	482
dirtier	0
dirty	0
dirty	0
disability	0
disable	0
disable	0
disabled	0
disabled	0
disabuse	0
disadvantage	0
disadvantage	0
disaffected	0
disaffected	0
disagree	0
disagreeable	0
disagreeable	0
disagreed	0
disagreed	0
disagreement	0
disappear	0
disappearance	0
disappeared	0
disappeared	0
disappearing	0
disappears	0
disappoint	421
disappointed	466
disappointed	466
disappointed	466
disappointed	466
disappointing	0
disappointing	0
disappointment	0
disapprove	0
disarm	0
disarm	0
disarray	0
disaster	0
disaster	0
disaster	0
disastrous	0
disavow	292
disband	0
disbelieve	0
disbursement	0
disc	0
discard	0
discard	0
discern	0
discernible	0
discharge	0
discharge	0
disciple	0
disciple	0
discipleship	0
disciplinary	0
discipline	0
discipline	0
disciplines	0
disclaim	0
disclaim	0
disclaimer	0
disclose	0
disclose	0
disclosure	0
discoid	0
discoid	0
discolor	338
discolor	338
discoloration	0
discolouration	0
discomfit	0
discomfort	0
discomfort	0
disconcert	0
disconcert	0
disconnect	0
disconnection	405
disconsolate	0
disconsolate	0
discontent	0
discontent	0
discontent	0
discontinuance	0
discontinue	0
discontinuity	0
discontinuous	0
discord	376
discord	376
discord	376
discordant	0
discorporate	0
discorporate	0
discount	0
discount	0
discourage	0
discourage	0
discouraged	0
discouraged	0
discouragement	0
discourse	0
discourse	0
discourteous	0
discover	0
discovered	0
discovered	0
discoverer	0
discovery	0
discredit	0
discreet	0
discrepancy	0
discrete	0
discrete	0
discrete	0
discretionary	0
discriminate	0
discriminate	0
discriminated	0
discriminated	0
discriminating	0
discriminating	0
discriminating	0
discuss	0
discuss	0
discussed	0
discussed	0
discussing	0
discussion	0
disdain	0
disdainful	0
disease	0
disease	0
diseased	0
diseased	0
disembark	0
disenfranchisement	0
disengage	0
disengagement	0
disentangle	0
disfavouring	0
disfigure	0
disfigure	0
disgorge	0
disgrace	0
disgraceful	0
disgracefully	0
disgruntled	0
disguise	0
disguise	0
disgust	0
disgusted	0
disgusted	0
disgusting	0
disgusting	0
dish	0
dish	0
dishearten	0
dishevelled	0
dishevelled	0
dishing	0
dishing	0
dishonest	0
dishonest	0
dishonesty	0
disillusion	0
disillusionment	0
disinclination	0
disinfect	0
disinfectant	0
disinfectant	0
disinfected	0
disinfected	0
disinherit	0
disintegrate	0
disintegrated	0
disintegrated	0
disintegration	0
disinterest	0
disinterest	0
disinterest	0
disinterested	0
disinterested	0
disk	0
dislike	0
dislike	0
dislike	0
disliked	0
disliked	0
disliking	0
dislocate	0
dislocation	0
dislodge	0
disloyal	0
disloyalty	0
dismal	0
dismal	0
dismantle	0
dismay	0
dismember	0
dismembered	0
dismembered	0
dismembered	0
dismemberment	0
dismiss	0
dismiss	0
dismissal	0
dismissed	0
dismissed	0
dismount	0
dismount	0
disobedient	400
disobey	0
disorder	0
disorder	0
disordered	0
disordered	0
disorderly	0
disorderly	0
disorganize	0
disown	0
disparage	0
disparage	0
disparagement	0
disparate	0
disparity	0
dispassionate	0
dispassionate	0
dispassionately	0
dispatch	0
dispatch	0
dispel	0
dispensary	0
dispensation	0
dispense	0
dispense	0
dispenser	0
dispersal	0
disperse	0
dispersion	0
dispersion	0
dispirit	0
displace	0
displaced	0
displaced	0
displaced	0
displacement	0
display	0
display	0
displayed	0
displayed	0
displayed	0
displease	0
displeasure	0
dispose	0
dispose	0
disposed	0
disposed	0
disposed	0
disposition	0
dispossess	0
disproportionate	0
disprove	0
disputable	0
dispute	0
dispute	0
disputing	0
disqualify	0
disquiet	0
disquiet	0
disquisition	0
disregard	0
disregarding	0
disreputable	0
disreputable	0
disrepute	0
disrespect	0
disrespectful	0
disrobe	0
disrupt	0
disrupt	0
disrupt	0
disrupted	0
disrupted	0
disruption	0
disruptive	433
dissatisfy	0
dissect	0
dissection	0
dissemble	0
disseminate	0
dissension	0
dissent	0
dissenter	0
dissertation	0
disservice	0
dissident	0
dissident	0
dissimilar	0
dissimulation	0
dissipate	0
dissipate	0
dissociate	0
dissociate	0
dissolute	0
dissolute	0
dissolution	0
dissolve	0
dissolve	0
dissolving	0
dissuade	0
distal	0
distance	0
distance	0
distant	0
distaste	0
distaste	0
distasteful	0
distemper	0
distend	0
distension	0
distil	0
distillation	0
distiller	0
distillery	0
distinct	397
distinct	397
distinct	397
distinct	397
distinction	0
distinctive	0
distinctive	0
distinctly	0
distinguish	0
distinguishable	0
distinguished	0
distinguished	0
distinguished	0
distinguished	0
distinguishing	0
distinguishing	0
distort	0
distort	0
distorted	0
distorted	0
distortion	415
distract	0
distract	0
distracted	0
distracted	0
distracted	0
distracted	0
distraction	0
distraught	0
distraught	0
distress	0
distressed	0
distressed	0
distressful	0
distribute	0
distribute	0
distributed	0
distributed	0
distribution	0
distributive	0
distributive	0
distributor	0
district	0
district	0
district	0
distrust	0
distrustful	0
disturb	0
disturb	0
disturbance	0
disturber	0
disturbing	0
disuse	0
ditch	416
ditch	416
ditcher	0
ditty	0
ditty	0
diurnal	0
diurnal	0
diva	0
divan	0
dive	0
dive	0
diver	0
diverge	0
divergence	0
divergent	0
diverging	0
diverging	0
divers	0
divers	0
divers	0
diverse	0
diverse	0
diverse	0
diversify	0
diversifying	0
diversion	0
divert	0
diverted	0
diverted	0
divertimento	0
diverting	0
diverting	0
divest	0
divestiture	0
divide	0
divide	0
divided	0
divided	0
divided	0
dividend	0
divider	0
dividing	0
dividing	0
divination	0
divine	0
divine	0
divine	0
divinely	0
diving	433
diving	433
divining	0
divining	0
divining	0
divinity	0
divisible	0
divisible	0
division	403
divisional	0
divisive	0
divorce	0
divorce	0
divorcee	0
divulge	0
dixie	0
dizzy	0
dizzy	0
do	325
do	325
docile	378
dock	0
dock	0
doctor	544
doctor	544
doctorate	0
doctorate	0
doctors	0
doctrinaire	0
doctrinaire	0
doctrinal	0
doctrinal	0
doctrine	0
document	0
document	0
documentary	0
documentary	0
documented	0
documented	0
documents	0
dodge	0
dodge	0
dodger	0
doe	351
doer	0
does	0
does	0
doesn't	0
doff	0
dog	553
dog	553
dog	553
dogberry	0
doge	0
dogged	0
dogged	0
dogged	0
dogged	0
doggerel	0
dogma	318
dogmatic	0
dogmatic	0
dogs	0
dogwood	0
dogwood	0
doily	0
doily	0
doing	0
doing	0
doing	0
dolce	0
dole	0
dole	0
dole	0
doleful	0
doll	449
doll	449
dollar	492
dolly	0
dolly	0
dolly	0
dolomite	0
dolorous	0
dolphin	0
dolt	0
dolt	0
dolt	0
doltish	0
domain	0
dome	334
dome	334
domed	0
domesday	0
domestic	0
domestic	0
domesticate	0
domicile	0
domicile	0
domina	0
dominant	0
dominant	0
dominate	0
domineer	0
domineer	0
dominican	0
dominican	0
dominican	0
dominion	0
domino	0
don	0
don	0
don't	0
donate	0
donation	0
done	448
done	448
done	448
done	448
donkey	0
donna	0
donnybrook	0
donor	393
dons	0
doo	0
doom	0
doom	0
doomsday	0
doomsday	0
door	487
doorstep	0
doorway	0
dope	0
dope	0
dora	0
dorado	0
dorcas	0
doria	0
doric	0
doric	0
dormant	0
dormant	0
dormitory	0
dorr	0
dorr	0
dory	0
dosage	0
dose	0
dose	0
dossier	0
dost	0
dost	0
dot	0
dot	0
dote	0
dote	0
doting	0
doting	0
dotted	0
dotted	0
dotted	0
dotty	0
double	0
double	0
double	0
double	0
double-breasted	0
double-header	0
doublet	0
doubling	0
doubling	0
doubloon	0
doubly	0
doubt	0
doubt	0
doubtful	0
doubtful	0
doubting	0
doubtless	0
doubtless	0
douce	0
doughnut	411
doughty	0
dour	0
douse	0
douse	0
dove	0
dove	0
dovetail	0
dovetail	0
dow	0
dow	0
dowager	0
dowel	0
dowel	0
dower	0
dower	0
down	444
down	444
down	444
down	444
down	444
down	444
downcast	0
downcast	0
downcast	0
downcast	0
downfall	0
downhearted	0
downhill	0
downhill	0
downhill	0
downpour	0
downright	0
downright	0
downright	0
downs	0
downstairs	0
downstairs	0
downstairs	0
downstream	0
downtrodden	0
downtrodden	0
downtrodden	0
downward	0
downward	0
downward	0
downwards	0
downy	0
dowry	0
doyen	0
doze	0
doze	0
dozen	0
dr	0
drab	397
drab	397
drab	397
draft	0
draft	0
draft	0
drafted	0
drafted	0
drafting	0
drafting	0
drafts	0
drag	0
dragging	0
dragnet	0
dragon	0
dragon	0
dragoon	0
dragoon	0
drain	0
drain	0
draining	0
draining	0
drake	0
drake	0
dram	0
dram	0
dram	0
drama	492
dramatic	0
dramatic	0
dramatical	0
dramatically	0
dramatist	0
dramatization	0
dramatize	0
drank	0
drank	0
drape	0
drape	0
draper	0
draper	0
drapery	0
drapery	0
drapery	0
drastic	0
drastic	0
draught	0
draught	0
draught	0
draughty	0
draw	423
draw	423
draw-file	0
drawback	0
drawback	0
drawbridge	0
drawer	0
drawers	0
drawing	0
drawing	0
drawing	0
drawing-room	0
drawl	0
drawl	0
drawn	0
drawn	0
drawn	0
draws	0
dread	0
dread	0
dread	0
dreadful	0
dreadful	0
dreadful	0
dreadfully	0
dreadnought	0
dreadnought	0
dream	477
dream	477
dreamer	0
dreamland	0
dreamless	0
dreams	0
dreamt	0
dreamt	0
dreamy	0
drear	0
drear	0
drearily	0
dreary	452
dredge	0
dredge	0
dredge	0
drench	0
drench	0
dress	502
dress	502
dressed	0
dressed	0
dresser	385
dresses	0
dressing	0
dressing	0
dressing	0
dressmaker	0
dressy	0
drew	0
drew	0
dribble	0
dribble	0
dried	0
dried	0
dried	0
drier	0
drier	0
drier	0
drift	0
drift	0
drifting	0
drill	370
drill	370
drilling	0
drilling	0
drilling	0
drilling	0
drills	0
drily	0
drink	488
drink	488
drinker	0
drinking	0
drinking	0
drinks	0
drip	0
drip	0
dripping	0
dripping	0
drive	0
drive	0
drivelling	0
driven	0
driven	0
driven	0
driver	0
drives	0
driveway	0
driving	0
driving	0
drizzle	484
drizzly	0
droll	0
droll	0
droll	0
drone	0
drone	0
droop	0
droop	0
drop	400
drop	400
dropped	0
dropped	0
dropped	0
dropper	343
dropping	0
dropping	0
dross	0
drought	0
drouth	0
drove	0
drove	0
drove	0
drove	0
drover	0
drown	0
drowned	0
drowned	0
drowse	0
drowsy	0
drudge	0
drudge	0
drudgery	0
drug	0
drug	0
druggist	0
drugs	0
druid	0
druid	0
drum	431
drum	431
drumlin	0
drummer	0
drumming	0
drumming	0
drums	0
drunk	0
drunk	0
drunk	0
drunk	0
drunk	0
drunkard	0
drunken	0
drunken	0
dry	0
dry	0
dry	0
dryad	0
dryer	0
drying	0
drying	0
drying	0
drying	0
dryly	0
dual	385
dual	385
dualism	0
duality	0
dub	0
dub	0
dubious	0
ducal	0
duchess	367
duck	473
duck	473
ducking	0
ducking	0
ducking	0
duct	0
dud	0
dud	0
dude	0
due	0
due	0
due	0
due	0
duel	356
duel	356
duet	0
duet	0
duffel	0
duffer	0
duffer	0
dug	0
dug	0
dug	0
dug	0
duke	367
duke	367
dulcet	0
dulcet	0
dull	0
dull	0
duller	0
duller	0
dullness	0
dully	0
duly	0
dumb	527
dumb	527
dumb	527
dumbly	0
dumfound	0
dummy	0
dummy	0
dump	433
dump	433
dumpling	0
dumpty	0
dumpty	0
dun	0
dun	0
dun	0
dunce	0
dunce	0
dune	0
dung	0
dungeon	430
dungeon	430
dunghill	0
dunghill	0
dunkirk	0
duodenal	0
duodenal	0
dupe	0
dupe	0
duplex	0
duplex	0
duplicate	0
duplicate	0
duplicate	0
duplicated	0
duplicated	0
duplicates	0
duplication	0
durable	0
durable	0
durante	0
durante	0
duration	0
duress	0
during	0
during	0
during	0
dusk	456
dusk	456
dusky	0
dust	403
dust	403
dustbin	0
duster	0
dusting	0
dusting	0
dusting	0
dusty	444
dutch	0
dutch	0
dutiful	0
duty	413
dwarf	0
dwarf	0
dwarf	0
dwell	0
dweller	0
dwelling	0
dwelling	0
dwelling	0
dwindle	0
dwindle	0
dye	411
dye	411
dyeing	0
dyer	0
dying	0
dying	0
dying	0
dyke	0
dyke	0
dykes	0
dynamic	0
dynamic	0
dynamical	0
dynamite	0
dynamite	0
dynamo	0
dynastic	0
dynasty	429
dyspeptic	0
dyspeptic	0
e	0
e'en	0
e'en	0
e'er	0
e'er	0
each	350
each	350
eager	457
eager	457
eagle	457
ear	462
ear	462
eared	0
earl	0
earldom	0
earlier	0
earliest	0
early	0
early	0
earmarked	0
earmarked	0
earn	492
earn	492
earnest	0
earnest	0
earnest	0
earnestly	0
earning	0
earning	0
earring	0
earth	515
earthen	0
earthenware	0
earthly	0
earthquake	0
earthworm	357
earthy	0
ease	0
eased	0
eased	0
easel	405
easement	0
easier	0
easily	0
east	439
east	439
east	439
easter	0
easter	0
eastern	0
eastern	0
eastland	0
eastland	0
eastward	0
eastward	0
eastward	0
easy	445
easy	445
easy-going	0
easygoing	0
eat	500
eat	500
eat	500
eatable	0
eatable	0
eaten	0
eaten	0
eating	552
eating	552
eave	0
eave	0
ebb	0
ebb	0
ebb	0
ebon	0
ebon	0
ebony	0
ebullient	0
ebullient	0
eccentric	0
eccentric	0
eccentricity	0
ecclesiastic	0
ecclesiastic	0
ecclesiastical	0
ecclesiastical	0
echelon	0
echelon	0
echelon	0
echo	0
echo	0
eclat	0
eclat	0
eclectic	0
eclectic	0
eclipse	0
eclipse	0
eclipsed	0
eclipsed	0
ecliptic	0
economic	0
economic	0
economical	0
economist	0
economize	0
economy	0
ecstasy	0
ecstasy	0
ecstatic	0
ecstatic	0
ecumenical	0
eddy	0
eddy	0
eden	0
edentulous	0
edge	402
edge	402
edges	0
edgewise	0
edgewise	0
edging	0
edging	0
edging	0
edgy	0
edible	0
edible	0
edict	0
edifice	0
edify	0
edit	0
edited	0
edited	0
editing	0
edition	0
editor	0
editorial	0
editorial	0
editorship	0
educate	0
educated	0
educated	0
educated	0
educating	0
educational	0
educative	0
educator	0
edward	0
eel	350
eerie	460
efface	0
effect	0
effect	0
effective	0
effective	0
effective	0
effectively	0
effects	0
effectual	0
effectuate	0
effeminate	0
effeminate	0
effeminate	0
effete	0
efficacious	0
efficient	0
efficient	0
efficiently	0
effigy	0
effloresce	0
effluent	0
effluent	0
effluvium	0
effort	0
effort	0
effrontery	0
effuse	0
effuse	0
effuse	0
effusion	0
effusive	0
egg	423
egg	423
eggs	0
eggshell	0
ego	0
egotist	0
egotistical	0
egress	0
egress	0
egress	0
egyptian	0
egyptian	0
eh	0
eigh	0
eight	365
eight	365
eight	365
eighteen	0
eighteen	0
eighteenth	0
eighteenth	0
eighth	0
eighth	0
eighty	0
eighty	0
either	0
either	0
either	0
either	0
ejaculate	0
ejaculation	0
eject	0
eject	0
ejection	0
eke	0
eke	0
eke	0
eke	0
elaborate	0
elaborate	0
elaborate	0
elaboration	411
elan	0
elapse	0
elapse	0
elastic	0
elasticity	0
elbow	0
elbow	0
elder	0
elder	0
elderly	0
eldest	0
eldest	0
elect	0
elect	0
elect	0
elected	0
elected	0
election	0
elective	0
elective	0
elector	0
electoral	0
electoral	0
electorate	0
electress	0
electric	0
electric	0
electrical	0
electrician	0
electrify	0
electro-magnetic	0
electrode	0
electron	0
electronic	0
electrophorus	0
electrostatic	0
elegant	442
elegiac	0
elegiac	0
elegy	0
element	0
element	0
elemental	0
elemental	0
elementary	0
elementary	0
elephant	440
elephant	440
elephantine	0
elevate	0
elevate	0
elevate	0
elevated	0
elevated	0
elevated	0
elevation	0
elevator	0
eleven	0
eleven	0
eleventh	0
eleventh	0
elf	0
elfin	0
elfin	0
elicit	0
elicit	0
elicited	0
elicited	0
elicits	0
eligible	0
eligible	0
eliminate	0
eliminating	0
elimination	0
elite	0
elitist	0
elixir	0
elixir	0
elizabethan	0
elizabethan	0
elk	0
ell	0
ellipse	0
ellipsoid	0
ellipsoid	0
elliptical	0
elm	392
elocution	0
elongate	0
elongate	0
elongation	0
elope	0
elopement	0
eloquent	0
else	269
else	269
elsewhere	0
elucidate	0
elucidation	0
elude	0
elusive	0
elution	0
elves	0
em	0
emaciate	0
emaciate	0
emanate	0
emanation	0
emancipate	0
emancipate	0
emasculation	0
embalm	0
embankment	0
embarcadero	0
embargo	0
embargo	0
embark	0
embarked	0
embarked	0
embarrass	0
embarrassing	0
embarrassing	0
embarrassment	0
embassy	0
embattle	0
embattled	0
embattled	0
embed	0
embed	0
embellish	0
embellishment	0
ember	0
ember	0
ember	0
embezzle	0
embezzlement	0
embitter	0
embitterment	0
emblazon	0
emblem	0
emblem	0
emblematic	0
embodied	0
embodied	0
embodiment	0
embody	0
embolden	0
emboss	0
emboss	0
embossed	0
embossed	0
embossed	0
embouchure	0
embrace	0
embrace	0
embrasure	0
embrasure	0
embrasure	0
embroider	0
embroiders	0
embroidery	0
embroil	0
embroil	0
embroiled	0
embroiled	0
embryo	0
embryo	0
embryology	0
embryonic	0
emerald	428
emerge	0
emerged	0
emerged	0
emergency	0
emergency	0
emergent	0
emergent	0
emerging	0
emeritus	0
emeritus	0
emigrant	0
emigrant	0
emigrate	0
emigrate	0
emigrated	0
emigrated	0
emigration	0
eminence	0
eminent	0
eminently	0
emissary	0
emissary	0
emission	381
emit	0
emolument	0
emotion	0
emotional	0
emotionalism	0
emperor	0
emphasize	0
emphatic	0
emphysema	0
empire	397
empire	397
empirical	0
employ	0
employ	0
employe	0
employed	0
employed	0
employee	0
employer	0
employing	0
emporium	0
empower	0
empress	0
empress	0
empress	0
empties	0
empty	480
empty	480
empty	480
emptying	0
emptying	0
emulate	0
emulate	0
emulsion	0
en	0
en	0
enable	0
enact	0
enact	0
enactment	0
enamel	323
enamoured	0
enamoured	0
encamp	0
encampment	0
encampment	0
encase	0
encephalon	0
enchant	0
enchanter	0
enchantment	0
enchantress	0
encircle	0
enclave	0
enclave	0
enclose	0
enclose	0
enclosed	0
enclosed	0
enclosure	0
encompass	0
encore	0
encore	0
encore	0
encore	0
encounter	0
encounter	0
encourage	0
encouraged	0
encouraged	0
encouragement	0
encourages	0
encroach	0
encroach	0
encroachment	0
encrust	0
encrusted	0
encrusted	0
encumber	0
encumber	0
encyclical	0
encyclical	0
encyclopedia	0
encyclopedic	0
end	498
end	498
endanger	0
endear	0
endeared	0
endeared	0
endearment	0
endeavour	0
endeavour	0
ended	0
ended	0
ended	0
ending	0
ending	0
ending	0
ending	0
endless	0
endless	0
endogamy	0
endogenous	0
endorse	0
endorse	0
endorsement	0
endorsing	0
endosperm	0
endow	0
endowed	0
endowed	0
endowed	0
endowment	0
ends	0
endue	0
endurable	0
endure	0
endwise	0
endwise	0
enema	0
enema	0
enemy	0
enemy	0
energetic	0
energy	0
enervation	0
enfield	0
enfold	0
enforce	0
enforce	0
enfranchisement	0
engage	0
engage	0
engaged	0
engaged	0
engaged	0
engagement	0
engaging	0
engaging	0
engaging	0
engender	0
engender	0
engine	490
engine	490
engineer	430
engineer	430
engineering	0
engineering	0
engineers	0
england	0
english	0
english	0
engrave	0
engrave	0
engraved	0
engraved	0
engraver	0
engraving	0
engraving	0
engraving	0
engross	0
engulf	0
enhance	0
enigma	0
enigmatic	0
enigmatical	0
enjoin	0
enjoy	0
enjoy	0
enjoyable	0
enjoyed	0
enjoyed	0
enjoying	0
enjoyment	0
enlarge	0
enlarged	0
enlarged	0
enlargement	0
enlarger	0
enlighten	0
enlightened	0
enlightened	0
enlightened	0
enlightened	0
enlightening	0
enlightening	0
enlist	0
enlistment	0
enlistment	0
enliven	0
enmity	0
ennoble	0
enormity	0
enormous	0
enormously	0
enough	359
enough	359
enough	359
enquire	0
enquirer	0
enquiring	0
enrage	0
enrapture	0
enrich	0
ensconce	0
ensemble	0
ensemble	0
ensemble	0
enshrine	0
ensign	0
ensign	0
ensign	0
enslave	0
enslavement	0
ensnare	0
ensue	0
ensure	0
entail	0
entail	0
entangle	0
entanglement	0
entente	0
enter	0
enter	0
entering	0
entering	0
enterprise	0
enterprise	0
enterprising	0
enterprising	0
enters	0
entertain	473
entertain	473
entertained	0
entertained	0
entertainer	0
entertaining	0
entertaining	0
entertaining	0
entertainment	0
enthrall	0
enthralling	0
enthrone	0
enthusiast	0
enthusiastic	0
enthusiastic	0
enthusiastically	0
entice	0
entire	0
entire	0
entirely	0
entitle	0
entitled	0
entitled	0
entity	0
entomb	0
entomologist	0
entrance	467
entrance	467
entrant	0
entrant	0
entrap	0
entreat	0
entreat	0
entreaty	0
entree	367
entrepreneur	0
entropy	0
entrust	0
entrusted	0
entrusted	0
entry	0
entwine	0
enumerate	0
enumerate	0
enumeration	0
enunciate	0
enunciation	0
envelop	0
envelope	348
envenomed	0
envenomed	0
envenomed	0
enviable	0
envious	0
environ	0
environ	0
environ	0
environ	0
environment	0
envisage	0
envoy	0
envy	0
enzyme	0
epaulet	0
ephemeral	0
ephemeral	0
epic	0
epic	0
epicure	0
epicure	0
epicurean	0
epicurean	0
epicycle	0
epidemic	0
epidemic	0
epigram	0
epigrammatic	0
epigraph	0
epigraph	0
epileptic	0
epileptic	0
epilogue	0
epiphany	0
epiphysis	0
episcopal	0
episcopal	0
episode	0
epistemology	0
epistle	0
epistle	0
epitaph	0
epitaph	0
epithet	0
epithet	0
epitome	0
epitome	0
epitomize	0
epoch	0
epsilon	0
epsom	0
equable	0
equal	0
equal	0
equal	0
equalize	0
equalled	0
equalled	0
equally	0
equals	0
equate	0
equation	0
equator	0
equatorial	0
equatorial	0
equidistant	0
equine	0
equinox	0
equip	0
equipage	0
equipage	0
equipotent	0
equipped	0
equipped	0
equitable	0
equity	0
equity	0
equivalence	0
equivalence	0
equivalent	0
equivalent	0
equivocal	0
equivocal	0
er	0
era	0
eradicate	0
eradication	0
erase	0
erased	0
erased	0
erased	0
eraser	0
ere	0
ere	0
ere	0
ere	0
ere	0
erect	0
erect	0
erection	0
eric	0
eric	0
ermine	0
ermine	0
erode	0
eroded	0
eroded	0
eros	0
erotic	0
erotic	0
err	0
err	0
errand	0
errant	0
errant	0
erratic	0
erratic	0
erroneous	0
error	0
ersatz	0
erstwhile	0
erstwhile	0
erudite	0
erudite	0
erupt	0
eruption	0
erythroid	0
escalation	0
escapade	0
escape	0
escape	0
escapist	0
escarpment	0
escheat	0
escheat	0
eschew	0
eschew	0
escort	0
escort	0
escritoire	0
escutcheon	0
esoteric	0
esoteric	0
especial	0
especially	0
esplanade	0
espousal	0
espousal	0
espouse	0
espouse	0
espy	0
espy	0
esquire	0
esquire	0
essay	0
essay	0
essays	0
esse	0
essence	0
essence	0
essential	0
essential	0
essentially	0
est	0
establish	0
established	0
established	0
establishment	0
estate	495
estate	495
esteem	0
ester	0
estimable	0
estimable	0
estimate	0
estimate	0
estimated	0
estimated	0
estimates	0
estrange	0
estrange	0
estrange	0
estrangement	0
etc	0
etcetera	0
etcetera	0
etch	0
etch	0
etching	0
etching	0
etching	0
eternal	455
eternal	455
eternity	474
ethel	0
ethel	0
ether	293
ethereal	0
ethereal	0
ethic	0
ethical	0
ethnic	0
ethnic	0
ethyl	0
etiology	0
etruscan	0
etruscan	0
etymological	0
etymology	0
eucalyptus	0
eugenia	0
eugenic	0
eugenic	0
eulogize	0
eulogy	0
eunuch	0
eunuch	0
eunuch	0
euphemism	0
eurasian	0
eurasian	0
european	0
european	0
evacuate	0
evacuate	0
evacuation	0
evade	0
evaluate	372
evaluation	0
evanescent	0
evangelical	0
evangelical	0
evangelism	0
evangelist	0
evaporate	0
evaporation	0
evasion	0
evasive	0
evasive	0
eve	0
eve	0
even	411
even	411
even	411
even	411
evening	0
evening	0
evenly	0
evenly	0
evensong	0
event	0
event	0
eventful	0
eventual	0
eventuality	0
eventually	0
eventuate	0
ever	317
ever	317
evergreen	0
evergreen	0
everlasting	0
everlasting	0
everlasting	0
evermore	0
every	390
every	390
everybody	0
everyday	0
everyday	0
everyone	0
everyone	0
everything	0
everything	0
everything	0
everywhere	0
everywhere	0
evidence	0
evidences	0
evident	0
evident	0
evidential	0
evil	0
evil	0
evil	0
evince	0
evocation	0
evocative	0
evoke	0
evolution	451
evolutionary	0
evolve	0
evolved	0
evolved	0
ewe	278
ewe	278
ewe	278
ewer	0
ex	0
exacerbation	0
exact	0
exact	0
exacting	0
exacting	0
exacting	0
exaction	0
exactly	0
exaggerate	0
exaggerated	0
exaggerated	0
exaggerated	0
exaggerating	0
exaggeration	0
exalt	0
exalted	0
exalted	0
exalted	0
exalted	0
exam	0
examination	0
examine	0
examined	0
examined	0
examiner	0
example	0
example	0
exasperate	0
exasperate	0
exasperate	0
exasperating	0
excavate	0
excavate	0
excavation	0
exceed	0
exceeding	0
exceeding	0
exceeding	0
exceeding	0
exceedingly	0
excel	0
excellence	0
excellency	0
excellent	0
excellent	0
excellent	0
excelsior	0
excelsior	0
except	0
except	0
except	0
except	0
excepted	0
excepted	0
excepting	0
excepting	0
excepting	0
exception	0
exceptional	0
excerpt	0
excerpt	0
excess	0
excess	0
excess	0
excessive	0
excessive	0
excessively	0
exchange	0
exchange	0
exchequer	0
exchequer	0
excise	307
excitable	0
excitatory	0
excite	0
excited	0
excited	0
excitement	0
exciting	0
exciting	0
exclaim	0
exclaim	0
exclaimed	0
exclaimed	0
exclamation	0
exclude	0
excluded	0
excluded	0
exclusive	0
exclusive	0
exclusively	0
excommunicate	0
excommunicate	0
excommunicate	0
excommunicate	0
excommunication	0
excoriate	0
